row.names,geneid,genesymbol
3857,ENSG00000252906.1,SCARNA3
3858,ENSG00000228686.2,RP11-492I21.1
3859,ENSG00000236021.1,RP11-195C7.1
3860,ENSG00000232463.1,RP11-195C7.2
3861,ENSG00000253025.1,RNU2-12P
3862,ENSG00000227815.2,RP11-195C7.3
3863,ENSG00000231020.1,RP11-357J22.1
3864,ENSG00000225904.1,MORF4L1P7
3865,ENSG00000116183.6,PAPPA2
3866,ENSG00000237514.2,PTP4A1P7
3867,ENSG00000152092.11,ASTN1
3868,ENSG00000202609.2,MIR488
3869,ENSG00000198797.6,BRINP2
3870,ENSG00000222749.1,AL021398.1
3871,ENSG00000224968.1,RP1-35C21.1
3872,ENSG00000227579.1,RP1-35C21.2
3873,ENSG00000266393.1,AL122019.1
3874,ENSG00000236720.1,RP11-63B19.1
3875,ENSG00000120341.14,SEC16B
3876,ENSG00000242193.5,RP11-568K15.1
3877,ENSG00000224687.1,RASAL2-AS1
3878,ENSG00000075391.12,RASAL2
3879,ENSG00000270575.1,RP11-21M7.2
3880,ENSG00000213058.3,RP4-765C7.2
3881,ENSG00000260938.1,RP4-593C16.3
3882,ENSG00000188585.6,LINC00083
3883,ENSG00000240021.5,TEX35
3884,ENSG00000213057.4,C1orf220
3885,ENSG00000201347.1,RNA5SP69
3886,ENSG00000273384.1,RP5-1098D14.1
3887,ENSG00000266417.1,MIR4424
3888,ENSG00000273062.1,RP11-428K3.1
3889,ENSG00000228196.1,PTPN2P1
3890,ENSG00000201791.1,SNORA63
3891,ENSG00000116191.13,RALGPS2
3892,ENSG00000116194.8,ANGPTL1
3893,ENSG00000116199.7,FAM20B
3894,ENSG00000232750.2,RP11-177A2.5
3895,ENSG00000186283.9,TOR3A
3896,ENSG00000143322.15,ABL2
3897,ENSG00000234041.1,RP11-345I18.1
3898,ENSG00000231905.2,SETP10
3899,ENSG00000212338.1,SNORA67
3900,ENSG00000201619.1,SNORA67
3901,ENSG00000231564.1,EIF4A1P11
3902,ENSG00000225711.1,RP11-345I18.4
3903,ENSG00000223794.1,COX5BP8
3904,ENSG00000228191.1,RP11-345I18.6
3905,ENSG00000057252.8,SOAT1
3906,ENSG00000263633.1,RN7SL374P
3907,ENSG00000162779.16,AXDND1
3908,ENSG00000224620.2,MEF2AP1
3909,ENSG00000236539.3,HNRNPA1P54
3910,ENSG00000269064.1,AL160286.1
3911,ENSG00000261250.1,RP11-545A16.1
3912,ENSG00000116218.8,NPHS2
3913,ENSG00000251875.1,RNU5F-2P
3914,ENSG00000227141.2,RP11-545A16.3
3915,ENSG00000261060.1,RP11-545A16.4
3916,ENSG00000162782.11,TDRD5
3917,ENSG00000221547.1,AL359853.1
3918,ENSG00000243062.1,RP11-12M5.1
3919,ENSG00000143340.6,FAM163A
3920,ENSG00000229407.1,RP11-12M5.3
3921,ENSG00000231966.1,RP11-12M5.4
3922,ENSG00000169905.8,TOR1AIP2
3923,ENSG00000272906.1,RP11-533E19.7
3924,ENSG00000143337.14,TOR1AIP1
3925,ENSG00000264916.1,RN7SL230P
3926,ENSG00000261831.2,RP11-533E19.2
3927,ENSG00000260360.1,RP11-533E19.5
3928,ENSG00000135837.11,CEP350
3929,ENSG00000235145.2,RP11-533E19.3
3930,ENSG00000223450.1,RP11-52I18.1
3931,ENSG00000261817.1,RP11-502H18.2
3932,ENSG00000116260.12,QSOX1
3933,ENSG00000121454.4,LHX4
3934,ENSG00000230124.2,RP5-1180C10.2
3935,ENSG00000135847.5,ACBD6
3936,ENSG00000235060.1,VDAC1P4
3937,ENSG00000265435.1,MIR3121
3938,ENSG00000206905.1,Y_RNA
3939,ENSG00000266683.1,AL358354.1
3940,ENSG00000236719.2,RP11-522D2.1
3941,ENSG00000143324.9,XPR1
3942,ENSG00000272292.1,U6
3943,ENSG00000266825.1,AL590085.1
3944,ENSG00000225857.1,RP11-46A10.2
3945,ENSG00000135835.6,KIAA1614
3946,ENSG00000243155.1,RP11-46A10.5
3947,ENSG00000232586.1,RP11-46A10.4
3948,ENSG00000251520.1,RP11-46A10.6
3949,ENSG00000270711.1,RP11-46A10.8
3950,ENSG00000234237.2,AL162431.1
3951,ENSG00000135823.9,STX6
3952,ENSG00000153029.10,MR1
3953,ENSG00000162783.8,IER5
3954,ENSG00000272198.1,RP11-309G3.3
3955,ENSG00000237292.1,RP11-540K16.1
3956,ENSG00000225359.1,RP11-540K16.2
3957,ENSG00000179452.2,RP11-380B22.1
3958,ENSG00000198216.6,CACNA1E
3959,ENSG00000252977.1,RNA5SP70
3960,ENSG00000272880.1,RP11-33M22.2
3961,ENSG00000222397.1,RN7SKP229
3962,ENSG00000179930.5,ZNF648
3963,ENSG00000224810.1,RP11-538D16.2
3964,ENSG00000225982.1,RP11-538D16.3
3965,ENSG00000232309.1,GS1-122H1.1
3966,ENSG00000228918.3,GS1-122H1.2
3967,ENSG00000232096.1,GS1-122H1.3
3968,ENSG00000206764.1,RNU6-152P
3969,ENSG00000228664.1,RP11-416K24.1
3970,ENSG00000231684.2,RP11-416K24.2
3971,ENSG00000135821.12,GLUL
3972,ENSG00000203730.2,TEDDM1
3973,ENSG00000203729.4,LINC00272
3974,ENSG00000270443.1,RP1-223H12.5
3975,ENSG00000233537.1,TEDDM1P1
3976,ENSG00000121446.13,RGSL1
3977,ENSG00000135828.7,RNASEL
3978,ENSG00000143333.6,RGS16
3979,ENSG00000261504.1,RP11-317P15.4
3980,ENSG00000261185.1,RP11-317P15.5
3981,ENSG00000135824.8,RGS8
3982,ENSG00000227181.1,RP11-317P15.3
3983,ENSG00000271269.1,RP11-317P15.6
3984,ENSG00000264809.1,AL513344.1
3985,ENSG00000135838.9,NPL
3986,ENSG00000135829.12,DHX9
3987,ENSG00000157060.10,SHCBP1L
3988,ENSG00000224040.1,HMGN1P4
3989,ENSG00000199837.1,RNA5SP71
3990,ENSG00000226570.2,RP11-505O17.1
3991,ENSG00000176855.11,KRT18P28
3992,ENSG00000207472.1,RNU6-41P
3993,ENSG00000135862.5,LAMC1
3994,ENSG00000224468.3,RP11-181K3.4
3995,ENSG00000058085.10,LAMC2
3996,ENSG00000157064.6,NMNAT2
3997,ENSG00000233562.1,RP11-548N1.1
3998,ENSG00000232860.3,SMG7-AS1
3999,ENSG00000116698.16,SMG7
4000,ENSG00000265042.1,AL137800.1
4001,ENSG00000116701.10,NCF2
4002,ENSG00000270009.1,RP1-127C7.6
4003,ENSG00000162704.11,ARPC5
4004,ENSG00000143344.11,RGL1
4005,ENSG00000173627.6,APOBEC4
4006,ENSG00000270994.1,RP11-293B7.1
4007,ENSG00000227554.1,RP11-444D13.1
4008,ENSG00000198756.6,COLGALT2
4009,ENSG00000198860.7,TSEN15
4010,ENSG00000199840.1,Y_RNA
4011,ENSG00000207080.2,Y_RNA
4012,ENSG00000231791.1,RP11-382D12.1
4013,ENSG00000244568.2,RN7SL654P
4014,ENSG00000271387.1,RP11-382D12.2
4015,ENSG00000116667.8,C1orf21
4016,ENSG00000230470.1,GS1-115G20.1
4017,ENSG00000232036.2,GS1-115G20.2
4018,ENSG00000252790.1,SNORD112
4019,ENSG00000116406.14,EDEM3
4020,ENSG00000135842.12,FAM129A
4021,ENSG00000252222.1,RNU7-13P
4022,ENSG00000260976.1,GS1-120K12.4
4023,ENSG00000201312.1,RNA5SP72
4024,ENSG00000121481.6,RNF2
4025,ENSG00000232792.2,FTH1P25
4026,ENSG00000121486.7,TRMT1L
4027,ENSG00000116668.8,SWT1
4028,ENSG00000231084.2,CTA-253N17.1
4029,ENSG00000213051.3,RPL5P5
4030,ENSG00000201421.1,Y_RNA
4031,ENSG00000206640.1,Y_RNA
4032,ENSG00000233583.1,RP4-635A23.3
4033,ENSG00000252612.1,Y_RNA
4034,ENSG00000238061.2,RP4-635A23.4
4035,ENSG00000116679.11,IVNS1ABP
4036,ENSG00000273004.1,GS1-279B7.2
4037,ENSG00000261024.2,GS1-279B7.1
4038,ENSG00000252407.1,RNU7-183P
4039,ENSG00000270920.1,CTA-277P6.1
4040,ENSG00000228309.2,GS1-204I12.1
4041,ENSG00000207108.1,Y_RNA
4042,ENSG00000201596.1,Y_RNA
4043,ENSG00000261729.1,GS1-204I12.4
4044,ENSG00000143341.7,HMCN1
4045,ENSG00000224691.1,GS1-174L6.4
4046,ENSG00000116690.7,PRG4
4047,ENSG00000047410.9,TPR
4048,ENSG00000157181.10,C1orf27
4049,ENSG00000268662.1,AL596220.1
4050,ENSG00000262180.1,OCLM
4051,ENSG00000116703.12,PDC
4052,ENSG00000229739.1,RP11-295K2.3
4053,ENSG00000273198.1,GS1-304P7.3
4054,ENSG00000228238.1,GS1-304P7.2
4055,ENSG00000233196.2,GS1-304P7.1
4056,ENSG00000073756.7,PTGS2
4057,ENSG00000273129.1,RP5-973M2.2
4058,ENSG00000116711.8,PLA2G4A
4059,ENSG00000236030.1,LINC01036
4060,ENSG00000231599.1,LINC01037
4061,ENSG00000272827.1,RP11-445P19.3
4062,ENSG00000271558.1,RP11-445P19.2
4063,ENSG00000228012.1,RP11-393M18.1
4064,ENSG00000225462.1,FDPSP1
4065,ENSG00000230426.1,ERVMER61-1
4066,ENSG00000236401.1,RP11-393M18.4
4067,ENSG00000223847.1,RP5-925F19.1
4068,ENSG00000150732.8,RP11-134C1.1
4069,ENSG00000222240.1,RN7SKP156
4070,ENSG00000261182.1,RP11-201A3.1
4071,ENSG00000224278.1,RP11-405P11.1
4072,ENSG00000225006.1,RP11-669M2.1
4073,ENSG00000235083.1,RP11-669M2.2
4074,ENSG00000231022.1,RPS3AP9
4075,ENSG00000237283.1,RP11-316I3.1
4076,ENSG00000238054.1,RP11-316I3.2
4077,ENSG00000226486.1,LINC01035
4078,ENSG00000271036.1,CLPTM1LP1
4079,ENSG00000226196.1,RP11-373J16.2
4080,ENSG00000252553.1,RNA5SP73
4081,ENSG00000232212.1,RP11-398M15.1
4082,ENSG00000238270.1,RP11-445J9.1
4083,ENSG00000230987.2,RP11-113I24.1
4084,ENSG00000162670.8,BRINP3
4085,ENSG00000225811.1,RP11-547I7.1
4086,ENSG00000237457.2,RP11-547I7.2
4087,ENSG00000241505.1,RP11-161I10.1
4088,ENSG00000231175.1,RP11-463J7.2
4089,ENSG00000236025.1,RP11-463J7.1
4090,ENSG00000238108.1,RP11-463J7.3
4091,ENSG00000228020.2,HNRNPA1P46
4092,ENSG00000261642.1,RP11-309H21.3
4093,ENSG00000271187.1,RP11-309H21.4
4094,ENSG00000233882.2,RP11-309H21.2
4095,ENSG00000223344.1,RP11-541F9.1
4096,ENSG00000228215.2,RP11-541F9.2
4097,ENSG00000150681.5,RGS18
4098,ENSG00000226723.2,RP11-142L4.3
4099,ENSG00000236792.1,RP11-142L4.2
4100,ENSG00000253148.1,RGS21
4101,ENSG00000221145.1,AL136987.1
4102,ENSG00000232498.1,RP5-1011O1.2
4103,ENSG00000236069.1,RP5-1011O1.3
4104,ENSG00000090104.7,RGS1
4105,ENSG00000127074.10,RGS13
4106,ENSG00000231767.2,MIR4426
4107,ENSG00000228687.1,RP3-419C19.3
4108,ENSG00000226814.2,RP3-419C19.2
4109,ENSG00000116741.6,RGS2
4110,ENSG00000223075.1,RN7SKP126
4111,ENSG00000234871.1,LINC01032
4112,ENSG00000234473.1,ZNF101P2
4113,ENSG00000116750.9,UCHL5
4114,ENSG00000238754.1,snoU109
4115,ENSG00000116747.8,TROVE2
4116,ENSG00000272579.1,RP11-101E13.5
4117,ENSG00000023572.4,GLRX2
4118,ENSG00000134371.9,CDC73
4119,ENSG00000221680.1,MIR1278
4120,ENSG00000162630.5,B3GALT2
4121,ENSG00000232077.1,LINC01031
4122,ENSG00000226640.2,RP11-21J7.1
4123,ENSG00000237011.1,RP11-98G13.1
4124,ENSG00000252241.1,U3
4125,ENSG00000237213.2,RPL23AP22
4126,ENSG00000227240.1,RP11-563D10.1
4127,ENSG00000233057.1,EEF1A1P14
4128,ENSG00000231714.1,RP11-476H20.1
4129,ENSG00000251813.1,RNU6-983P
4130,ENSG00000228167.1,RP11-489C13.1
4131,ENSG00000265108.1,AL357932.1
4132,ENSG00000227421.1,RP11-476B1.1
4133,ENSG00000162687.12,KCNT2
4134,ENSG00000265986.1,MIR4735
4135,ENSG00000000971.11,CFH
4136,ENSG00000116785.9,CFHR3
4137,ENSG00000244414.2,CFHR1
4138,ENSG00000134365.8,CFHR4
4139,ENSG00000080910.7,CFHR2
4140,ENSG00000134389.8,CFHR5
4141,ENSG00000143278.3,F13B
4142,ENSG00000066279.12,ASPM
4143,ENSG00000235748.1,RP11-32D17.4
4144,ENSG00000177888.7,ZBTB41
4145,ENSG00000134376.10,CRB1
4146,ENSG00000237861.1,RP11-332L8.1
4147,ENSG00000221879.3,MRPS21P3
4148,ENSG00000230260.1,RP11-75C23.1
4149,ENSG00000213047.7,DENND1B
4150,ENSG00000207139.1,Y_RNA
4151,ENSG00000213046.4,EEF1A1P32
4152,ENSG00000235582.2,RP11-448G4.2
4153,ENSG00000233040.2,FAM204BP
4154,ENSG00000224901.1,RP11-448G4.4
4155,ENSG00000203724.6,C1orf53
4156,ENSG00000143355.11,LHX9
4157,ENSG00000151414.10,NEK7
4158,ENSG00000232824.1,RP11-401A10.2
4159,ENSG00000151418.7,ATP6V1G3
4160,ENSG00000223881.1,RP11-553K8.2
4161,ENSG00000081237.14,PTPRC
4162,ENSG00000261573.1,RP11-553K8.5
4163,ENSG00000236278.2,PEBP1P3
4164,ENSG00000229989.3,MIR181A1HG
4165,ENSG00000207975.1,MIR181B1
4166,ENSG00000207759.1,MIR181A1
4167,ENSG00000227747.2,RP11-16L9.1
4168,ENSG00000225172.1,RP11-16L9.2
4169,ENSG00000233410.1,RP11-16L9.3
4170,ENSG00000235492.1,RP11-16L9.4
4171,ENSG00000231718.1,RP11-382E9.1
4172,ENSG00000239006.1,AC105941.1
4173,ENSG00000228190.2,RP11-104D3.1
4174,ENSG00000236468.1,RP11-104D3.2
4175,ENSG00000263805.1,AL450244.1
4176,ENSG00000231984.1,RP11-2L13.1
4177,ENSG00000228530.1,RP11-567B20.1
4178,ENSG00000200139.1,RNU6-778P
4179,ENSG00000229747.1,RP11-567B20.2
4180,ENSG00000202491.1,RNU6-716P
4181,ENSG00000202329.1,RNU6-609P
4182,ENSG00000116833.9,NR5A2
4183,ENSG00000252860.1,RNU6-570P
4184,ENSG00000221403.1,AC096633.1
4185,ENSG00000229220.1,RP11-47A17.2
4186,ENSG00000233827.1,FAM58BP
4187,ENSG00000273093.1,RP11-532L16.3
4188,ENSG00000213045.3,RP11-532L16.1
4189,ENSG00000203721.1,LINC00862
4190,ENSG00000162702.7,ZNF281
4191,ENSG00000230623.2,RP11-469A15.2
4192,ENSG00000118193.7,KIF14
4193,ENSG00000118197.9,DDX59
4194,ENSG00000260088.1,RP11-92G12.3
4195,ENSG00000118200.10,CAMSAP2
4196,ENSG00000231333.2,RPL34P6
4197,ENSG00000170128.2,GPR25
4198,ENSG00000163362.6,C1orf106
4199,ENSG00000233217.1,MROH3P
4200,ENSG00000201032.1,RNU6-704P
4201,ENSG00000116852.10,KIF21B
4202,ENSG00000229191.1,RP11-168O16.1
4203,ENSG00000234132.1,RP11-168O16.2
4204,ENSG00000081248.6,CACNA1S
4205,ENSG00000232237.2,ASCL5
4206,ENSG00000116857.12,TMEM9
4207,ENSG00000163395.12,IGFN1
4208,ENSG00000229821.1,RP11-567E21.3
4209,ENSG00000081277.7,PKP1
4210,ENSG00000118194.14,TNNT2
4211,ENSG00000159166.9,LAD1
4212,ENSG00000159173.14,TNNI1
4213,ENSG00000227048.2,RP11-134G8.2
4214,ENSG00000224818.1,RP11-134G8.8
4215,ENSG00000174307.5,PHLDA3
4216,ENSG00000159176.9,CSRP1
4217,ENSG00000224536.1,RP11-134G8.7
4218,ENSG00000223396.2,RPS10P7
4219,ENSG00000269690.1,AC096677.1
4220,ENSG00000134369.11,NAV1
4221,ENSG00000236390.1,RP11-25B7.1
4222,ENSG00000231871.1,IPO9-AS1
4223,ENSG00000264802.1,MIR5191
4224,ENSG00000235121.1,RP11-90L20.2
4225,ENSG00000200942.1,RNU6-501P
4226,ENSG00000221028.1,MIR1231
4227,ENSG00000198700.5,IPO9
4228,ENSG00000198892.6,SHISA4
4229,ENSG00000223774.1,RP11-307B6.3
4230,ENSG00000163431.11,LMOD1
4231,ENSG00000134375.6,TIMM17A
4232,ENSG00000206637.1,SNORA70
4233,ENSG00000238003.1,RP11-465N4.2
4234,ENSG00000176393.6,RNPEP
4235,ENSG00000273478.1,RP11-465N4.5
4236,ENSG00000234678.1,RP11-465N4.4
4237,ENSG00000163435.11,ELF3
4238,ENSG00000249007.1,RP11-510N19.5
4239,ENSG00000232296.1,RP11-510N19.2
4240,ENSG00000235811.1,RP11-510N19.3
4241,ENSG00000227109.1,CRIP1P3
4242,ENSG00000170075.8,GPR37L1
4243,ENSG00000143862.3,ARL8A
4244,ENSG00000143851.11,PTPN7
4245,ENSG00000243323.1,PTPRVP
4246,ENSG00000133067.13,LGR6
4247,ENSG00000238571.1,snoU13
4248,ENSG00000239046.1,snoU13
4249,ENSG00000077152.5,UBE2T
4250,ENSG00000077157.16,PPP1R12B
4251,ENSG00000229120.2,RP11-396D18.1
4252,ENSG00000272262.1,U6
4253,ENSG00000232626.3,RP11-175B9.2
4254,ENSG00000236439.3,RP11-175B9.3
4255,ENSG00000253042.1,SNORA70
4256,ENSG00000143858.7,SYT2
4257,ENSG00000226862.1,RP11-569A11.1
4258,ENSG00000225620.1,RP11-569A11.2
4259,ENSG00000117139.12,KDM5B
4260,ENSG00000235449.2,RP11-480I12.2
4261,ENSG00000226148.1,SLC25A39P1
4262,ENSG00000260021.1,RP11-480I12.10
4263,ENSG00000228288.2,PCAT6
4264,ENSG00000184774.6,RP11-480I12.4
4265,ENSG00000214796.4,RP11-480I12.5
4266,ENSG00000234996.3,RP11-480I12.7
4267,ENSG00000183155.4,RABIF
4268,ENSG00000117153.11,KLHL12
4269,ENSG00000230280.2,HNRNPA1P59
4270,ENSG00000199471.1,Y_RNA
4271,ENSG00000159346.8,ADIPOR1
4272,ENSG00000159348.8,CYB5R1
4273,ENSG00000234761.1,RP11-38O14.5
4274,ENSG00000231547.1,RP11-38O14.6
4275,ENSG00000163444.7,TMEM183A
4276,ENSG00000143847.11,PPFIA4
4277,ENSG00000122180.4,MYOG
4278,ENSG00000163485.11,ADORA1
4279,ENSG00000234775.1,RP11-335O13.7
4280,ENSG00000224671.1,RP11-335O13.8
4281,ENSG00000133055.4,MYBPH
4282,ENSG00000133048.8,CHI3L1
4283,ENSG00000133063.11,CHIT1
4284,ENSG00000236523.2,NPM1P40
4285,ENSG00000231507.1,RP11-134P9.3
4286,ENSG00000233791.1,RP11-134P9.1
4287,ENSG00000159388.5,BTG2
4288,ENSG00000202300.1,RNU6-487P
4289,ENSG00000122176.10,FMOD
4290,ENSG00000229652.1,RP11-435P24.2
4291,ENSG00000271588.1,RP11-435P24.3
4292,ENSG00000188783.5,PRELP
4293,ENSG00000188770.5,OPTC
4294,ENSG00000058668.10,ATP2B4
4295,ENSG00000236035.2,RP11-90O23.1
4296,ENSG00000221643.1,SNORA77
4297,ENSG00000122188.8,LAX1
4298,ENSG00000058673.11,ZC3H11A
4299,ENSG00000257315.1,ZBED6
4300,ENSG00000227417.3,RP11-397P13.6
4301,ENSG00000223505.2,RP11-397P13.7
4302,ENSG00000182004.8,SNRPE
4303,ENSG00000236430.1,KRT8P29
4304,ENSG00000232917.4,RP11-450D21.1
4305,ENSG00000237379.1,CBX1P3
4306,ENSG00000211554.2,AC096645.1
4307,ENSG00000176754.8,LINC00303
4308,ENSG00000143842.10,SOX13
4309,ENSG00000143845.10,ETNK2
4310,ENSG00000230550.1,RP11-74C13.3
4311,ENSG00000143839.12,REN
4312,ENSG00000225522.2,RP11-203F10.1
4313,ENSG00000170498.7,KISS1
4314,ENSG00000174567.7,GOLT1A
4315,ENSG00000143850.8,PLEKHA6
4316,ENSG00000231691.1,RP11-203F10.5
4317,ENSG00000219133.2,RP11-203F10.6
4318,ENSG00000226330.1,RP11-739N20.2
4319,ENSG00000237848.1,RP11-739N20.3
4320,ENSG00000158615.8,PPP1R15B
4321,ENSG00000133056.9,PIK3C2B
4322,ENSG00000198625.8,MDM4
4323,ENSG00000236779.1,RP11-430C7.2
4324,ENSG00000200408.1,RNA5SP74
4325,ENSG00000240710.1,RP11-430C7.4
4326,ENSG00000170382.7,LRRN2
4327,ENSG00000240219.1,RP11-430C7.5
4328,ENSG00000252731.1,AL161793.1
4329,ENSG00000228153.1,RP11-23I7.1
4330,ENSG00000252650.1,RNA5SP75
4331,ENSG00000251861.1,SCARNA20
4332,ENSG00000163531.11,NFASC
4333,ENSG00000252946.1,SNORD112
4334,ENSG00000229657.2,RP11-494K3.2
4335,ENSG00000184144.5,CNTN2
4336,ENSG00000251696.1,AL583832.1
4337,ENSG00000174529.6,TMEM81
4338,ENSG00000117222.9,RBBP5
4339,ENSG00000271580.1,RP11-536L3.4
4340,ENSG00000236108.1,RP11-383G10.1
4341,ENSG00000133059.12,DSTYK
4342,ENSG00000213041.4,RP11-383G10.3
4343,ENSG00000133069.10,TMCC2
4344,ENSG00000225063.1,RP11-383G10.5
4345,ENSG00000163545.7,NUAK2
4346,ENSG00000162873.10,KLHDC8A
4347,ENSG00000235363.1,SNRPGP10
4348,ENSG00000226235.1,LEMD1-AS1
4349,ENSG00000186007.5,LEMD1
4350,ENSG00000199059.1,MIR135B
4351,ENSG00000224717.1,RP11-576D8.4
4352,ENSG00000117266.11,CDK18
4353,ENSG00000253097.1,RNU2-19P
4354,ENSG00000174514.8,MFSD4
4355,ENSG00000206762.1,RNU6-418P
4356,ENSG00000158711.9,ELK4
4357,ENSG00000236942.1,RP11-6B6.3
4358,ENSG00000158715.5,SLC45A3
4359,ENSG00000069275.12,NUCKS1
4360,ENSG00000201944.1,SNORA72
4361,ENSG00000117280.8,RAB7L1
4362,ENSG00000133065.6,SLC41A1
4363,ENSG00000162877.8,PM20D1
4364,ENSG00000174502.14,SLC26A9
4365,ENSG00000227687.1,RP4-681L3.2
4366,ENSG00000229874.2,RP11-312O7.2
4367,ENSG00000196550.6,FAM72A
4368,ENSG00000236889.1,RP11-38J22.1
4369,ENSG00000225483.1,RP11-38J22.2
4370,ENSG00000226780.1,RP11-38J22.3
4371,ENSG00000198049.5,AVPR1B
4372,ENSG00000196533.6,C1orf186
4373,ENSG00000252692.1,SNORD60
4374,ENSG00000240754.1,RP11-38J22.6
4375,ENSG00000196188.6,CTSE
4376,ENSG00000229509.1,RP11-421E17.4
4377,ENSG00000163486.8,SRGAP2
4378,ENSG00000233501.1,SRGAP2-AS1
4379,ENSG00000143466.9,IKBKE
4380,ENSG00000162888.4,C1orf147
4381,ENSG00000261000.1,RP11-534L20.5
4382,ENSG00000136653.15,RASSF5
4383,ENSG00000234981.1,RP11-534L20.4
4384,ENSG00000143486.11,EIF2D
4385,ENSG00000237605.1,RP11-343H5.6
4386,ENSG00000143479.11,DYRK3
4387,ENSG00000252853.1,SNORD112
4388,ENSG00000162889.6,MAPKAPK2
4389,ENSG00000224114.1,RP11-343H5.4
4390,ENSG00000199349.1,Y_RNA
4391,ENSG00000136634.5,IL10
4392,ENSG00000142224.11,IL19
4393,ENSG00000162891.6,IL20
4394,ENSG00000162892.11,IL24
4395,ENSG00000162894.7,FAIM3
4396,ENSG00000271680.1,RP11-564A8.8
4397,ENSG00000226945.1,RP11-564A8.4
4398,ENSG00000162896.5,PIGR
4399,ENSG00000162897.10,FCAMR
4400,ENSG00000182795.12,C1orf116
4401,ENSG00000238401.1,snoU13
4402,ENSG00000180667.6,YOD1
4403,ENSG00000123836.10,PFKFB2
4404,ENSG00000123843.8,C4BPB
4405,ENSG00000123838.6,C4BPA
4406,ENSG00000226565.1,RP11-164O23.5
4407,ENSG00000224462.2,C4BPAP1
4408,ENSG00000243636.1,RP11-164O23.7
4409,ENSG00000232621.1,C4BPAP2
4410,ENSG00000237074.1,RP11-6J21.2
4411,ENSG00000196352.9,CD55
4412,ENSG00000117322.12,CR2
4413,ENSG00000203710.6,CR1
4414,ENSG00000253044.1,AL691452.1
4415,ENSG00000236911.2,RP11-78B10.2
4416,ENSG00000197721.12,CR1L
4417,ENSG00000244703.3,CD46P1
4418,ENSG00000226289.1,RP11-57I17.3
4419,ENSG00000117335.14,CD46
4420,ENSG00000234219.1,RP11-454L1.2
4421,ENSG00000203709.5,C1orf132
4422,ENSG00000226202.2,RP11-328D5.1
4423,ENSG00000174059.12,CD34
4424,ENSG00000076356.6,PLXNA2
4425,ENSG00000226843.1,RP11-2P2.1
4426,ENSG00000261453.1,RP11-565N2.1
4427,ENSG00000259815.1,RP11-565N2.2
4428,ENSG00000227887.1,RPS26P13
4429,ENSG00000232812.1,RP11-459K23.2
4430,ENSG00000236950.1,RP5-1051D14.1
4431,ENSG00000232537.1,RP11-385M4.1
4432,ENSG00000228081.2,RP11-385M4.2
4433,ENSG00000224540.1,RP11-385M4.3
4434,ENSG00000225712.1,ATP5G2P1
4435,ENSG00000227940.1,RP11-372M18.1
4436,ENSG00000231648.1,RP11-372M18.2
4437,ENSG00000230937.5,MIR205HG
4438,ENSG00000224260.2,RP1-272L16.1
4439,ENSG00000008118.5,CAMK1G
4440,ENSG00000196878.8,LAMB3
4441,ENSG00000264831.1,MIR4260
4442,ENSG00000227591.1,RP1-28O10.1
4443,ENSG00000123689.5,G0S2
4444,ENSG00000117594.5,HSD11B1
4445,ENSG00000236136.1,ADORA2BP
4446,ENSG00000009790.10,TRAF3IP3
4447,ENSG00000162757.3,C1orf74
4448,ENSG00000117595.6,IRF6
4449,ENSG00000117597.13,DIEXF
4450,ENSG00000143469.12,SYT14
4451,ENSG00000203706.4,SERTAD4-AS1
4452,ENSG00000082497.7,SERTAD4
4453,ENSG00000228110.3,ST13P19
4454,ENSG00000233455.2,RP4-667H12.4
4455,ENSG00000054392.8,HHAT
4456,ENSG00000200972.1,RNU5A-8P
4457,ENSG00000270936.1,RP5-879K22.1
4458,ENSG00000143473.7,KCNH1
4459,ENSG00000224668.1,IPO8P1
4460,ENSG00000234233.1,KCNH1-IT1
4461,ENSG00000234004.3,RP11-543B16.1
4462,ENSG00000223562.1,RP11-543B16.3
4463,ENSG00000226986.3,RP11-543B16.2
4464,ENSG00000221488.1,AC092017.1
4465,ENSG00000117625.9,RCOR3
4466,ENSG00000082512.10,TRAF5
4467,ENSG00000153363.8,LINC00467
4468,ENSG00000236809.2,SNX25P1
4469,ENSG00000261252.1,RP11-318L16.6
4470,ENSG00000238137.2,ARPC3P2
4471,ENSG00000198570.5,RD3
4472,ENSG00000170385.9,SLC30A1
4473,ENSG00000261314.1,RP11-359E8.5
4474,ENSG00000228792.2,RP11-354K1.2
4475,ENSG00000227764.1,RP11-354K1.1
4476,ENSG00000222080.1,AL356310.1
4477,ENSG00000224763.1,FDPSP8
4478,ENSG00000117650.8,NEK2
4479,ENSG00000231057.3,RP11-122M14.1
4480,ENSG00000226868.1,RP11-122M14.3
4481,ENSG00000123684.8,LPGAT1
4482,ENSG00000241395.2,RN7SL344P
4483,ENSG00000212205.1,Y_RNA
4484,ENSG00000229258.1,RP11-552D8.1
4485,ENSG00000233626.2,RP11-565J7.1
4486,ENSG00000143493.8,INTS7
4487,ENSG00000212187.1,SNORA26
4488,ENSG00000143476.13,DTL
4489,ENSG00000220749.3,RPL21P28
4490,ENSG00000264358.1,MIR3122
4491,ENSG00000252879.1,RN7SKP98
4492,ENSG00000229983.1,RP11-15I11.2
4493,ENSG00000226251.1,RP11-15I11.3
4494,ENSG00000066027.7,PPP2R5A
4495,ENSG00000230063.1,RP11-384C4.6
4496,ENSG00000234915.1,RP11-384C4.7
