row.names,geneid,genesymbol
48070,ENSG00000123136.10,DDX39A
48071,ENSG00000123143.8,PKN1
48072,ENSG00000267474.1,CTC-548K16.6
48073,ENSG00000160951.3,PTGER1
48074,ENSG00000123159.11,GIPC1
48075,ENSG00000224543.3,AC012318.3
48076,ENSG00000132002.3,DNAJB1
48077,ENSG00000099797.7,TECR
48078,ENSG00000099795.2,NDUFB7
48079,ENSG00000187912.7,CLEC17A
48080,ENSG00000243488.2,RN7SL337P
48081,ENSG00000243066.2,RN7SL842P
48082,ENSG00000131355.10,EMR3
48083,ENSG00000269378.1,ITGB1P1
48084,ENSG00000160961.7,ZNF333
48085,ENSG00000268550.1,AC090427.1
48086,ENSG00000127507.13,EMR2
48087,ENSG00000256210.2,AC005255.3
48088,ENSG00000127530.2,OR7C1
48089,ENSG00000188269.4,OR7A5
48090,ENSG00000127515.1,OR7A10
48091,ENSG00000269552.1,AC005255.5
48092,ENSG00000172148.2,AC005255.6
48093,ENSG00000185385.2,OR7A17
48094,ENSG00000269678.1,OR7A18P
48095,ENSG00000268834.1,OR7A1P
48096,ENSG00000269787.1,OR7A3P
48097,ENSG00000198367.2,OR7A11P
48098,ENSG00000176923.4,OR7A15P
48099,ENSG00000127529.7,OR7C2
48100,ENSG00000105143.8,SLC1A6
48101,ENSG00000160994.3,CCDC105
48102,ENSG00000105141.4,CASP14
48103,ENSG00000223201.1,AC004699.1
48104,ENSG00000094661.2,OR1I1
48105,ENSG00000105137.8,SYDE1
48106,ENSG00000105135.11,ILVBL
48107,ENSG00000268564.1,AC003956.1
48108,ENSG00000267961.1,OR10B1P
48109,ENSG00000252661.1,RNU6-782P
48110,ENSG00000074181.4,NOTCH3
48111,ENSG00000269635.1,AC004257.1
48112,ENSG00000105131.3,EPHX3
48113,ENSG00000270143.1,AC004257.3
48114,ENSG00000141867.13,BRD4
48115,ENSG00000270802.2,AC005776.1
48116,ENSG00000273218.1,LLNLR-246C6.1
48117,ENSG00000105127.4,AKAP8
48118,ENSG00000268189.2,AC005785.2
48119,ENSG00000011243.13,AKAP8L
48120,ENSG00000011451.13,WIZ
48121,ENSG00000105122.8,RASAL3
48122,ENSG00000161031.8,PGLYRP2
48123,ENSG00000171954.8,CYP4F22
48124,ENSG00000269765.2,CTB-187L3.1
48125,ENSG00000269516.2,CYP4F23P
48126,ENSG00000267135.2,AD000091.3
48127,ENSG00000225067.3,RPL23AP2
48128,ENSG00000266951.2,AD000091.2
48129,ENSG00000186526.8,CYP4F8
48130,ENSG00000186529.10,CYP4F3
48131,ENSG00000267241.2,CYP4F10P
48132,ENSG00000186204.10,CYP4F12
48133,ENSG00000171942.3,OR10H2
48134,ENSG00000171936.1,OR10H3
48135,ENSG00000267594.5,CYP4F24P
48136,ENSG00000268673.3,LLNLR-249E10.1
48137,ENSG00000172519.8,OR10H5
48138,ENSG00000186723.2,OR10H1
48139,ENSG00000267235.2,ZNF861P
48140,ENSG00000267308.1,AC004510.3
48141,ENSG00000214049.6,UCA1
48142,ENSG00000267453.2,AC004791.2
48143,ENSG00000273330.1,CYP4F36P
48144,ENSG00000186115.8,CYP4F2
48145,ENSG00000267218.2,AC005336.5
48146,ENSG00000267056.2,AC005336.4
48147,ENSG00000171903.12,CYP4F11
48148,ENSG00000176231.1,OR10H4
48149,ENSG00000267392.3,AC004609.1
48150,ENSG00000205396.7,LINC00661
48151,ENSG00000167459.12,LINC00905
48152,ENSG00000267609.2,SNX33P1
48153,ENSG00000267450.1,OR1AB1P
48154,ENSG00000267517.1,CTD-2231E14.4
48155,ENSG00000167460.10,TPM4
48156,ENSG00000267373.1,CTD-2231E14.5
48157,ENSG00000167461.7,RAB8A
48158,ENSG00000269243.1,CTD-2231E14.8
48159,ENSG00000196684.8,HSH2D
48160,ENSG00000141977.5,CIB3
48161,ENSG00000105058.7,FAM32A
48162,ENSG00000267033.1,CTD-2562J15.4
48163,ENSG00000072958.4,AP1M1
48164,ENSG00000267275.1,CTD-2562J15.6
48165,ENSG00000127528.5,KLF2
48166,ENSG00000127527.9,EPS15L1
48167,ENSG00000243745.2,RN7SL844P
48168,ENSG00000240418.1,CTD-2013N17.1
48169,ENSG00000267703.1,CTD-2013N17.4
48170,ENSG00000269058.1,CALR3
48171,ENSG00000105072.4,C19orf44
48172,ENSG00000085872.10,CHERP
48173,ENSG00000240106.2,RN7SL146P
48174,ENSG00000269399.1,CTD-3222D19.7
48175,ENSG00000127526.9,SLC35E1
48176,ENSG00000269085.1,CTD-3222D19.10
48177,ENSG00000105085.6,MED26
48178,ENSG00000269578.1,CTD-3222D19.5
48179,ENSG00000268087.1,CTC-429P9.2
48180,ENSG00000269427.1,CTC-429P9.1
48181,ENSG00000214046.4,SMIM7
48182,ENSG00000269044.1,CTC-429P9.3
48183,ENSG00000267904.1,CTC-429P9.5
48184,ENSG00000072954.2,TMEM38A
48185,ENSG00000269419.1,CTD-2538G9.3
48186,ENSG00000188039.9,NWD1
48187,ENSG00000269799.1,CTD-2538G9.6
48188,ENSG00000127511.5,SIN3B
48189,ENSG00000268743.1,CTD-2538G9.5
48190,ENSG00000127533.3,F2RL3
48191,ENSG00000160111.8,CPAMD8
48192,ENSG00000264250.1,RN7SL835P
48193,ENSG00000263595.1,RN7SL823P
48194,ENSG00000268985.1,CTD-2528A14.1
48195,ENSG00000131351.10,HAUS8
48196,ENSG00000268289.1,CTD-2528A14.3
48197,ENSG00000099331.9,MYO9B
48198,ENSG00000269066.1,CTD-2528A14.5
48199,ENSG00000268056.1,CTD-3032J10.2
48200,ENSG00000269836.1,CTD-3032J10.4
48201,ENSG00000269480.1,CTD-3032J10.3
48202,ENSG00000053501.8,USE1
48203,ENSG00000099330.4,OCEL1
48204,ENSG00000160113.5,NR2F6
48205,ENSG00000130307.7,USHBP1
48206,ENSG00000105393.11,BABAM1
48207,ENSG00000160117.10,ANKLE1
48208,ENSG00000127220.5,ABHD8
48209,ENSG00000130312.2,MRPL34
48210,ENSG00000269815.1,CTD-2278I10.4
48211,ENSG00000130311.6,DDA1
48212,ENSG00000074855.6,ANO8
48213,ENSG00000130299.12,GTPBP3
48214,ENSG00000130300.4,PLVAP
48215,ENSG00000269350.1,CTD-2278I10.1
48216,ENSG00000269720.1,CTD-2521M24.5
48217,ENSG00000130303.8,BST2
48218,ENSG00000269640.1,CTD-2521M24.9
48219,ENSG00000269481.1,CTD-2521M24.6
48220,ENSG00000254503.1,CTD-2521M24.4
48221,ENSG00000141971.8,MVB12A
48222,ENSG00000188051.6,TMEM221
48223,ENSG00000269736.1,CTD-2521M24.11
48224,ENSG00000171773.2,NXNL1
48225,ENSG00000222805.1,AC010319.1
48226,ENSG00000130304.12,SLC27A1
48227,ENSG00000269439.1,CTD-3131K8.2
48228,ENSG00000130313.2,PGLS
48229,ENSG00000269161.1,CTD-3131K8.3
48230,ENSG00000167483.13,FAM129C
48231,ENSG00000130309.6,COLGALT1
48232,ENSG00000243771.1,CTD-3131K8.1
48233,ENSG00000130477.10,UNC13A
48234,ENSG00000269752.1,CTD-3149D2.3
48235,ENSG00000130479.6,MAP1S
48236,ENSG00000130475.10,FCHO1
48237,ENSG00000179913.6,B3GNT3
48238,ENSG00000248099.3,INSL3
48239,ENSG00000105639.14,JAK3
48240,ENSG00000105640.8,RPL18A
48241,ENSG00000207166.1,SNORA68
48242,ENSG00000105641.3,SLC5A5
48243,ENSG00000007080.6,CCDC124
48244,ENSG00000105642.11,KCNN1
48245,ENSG00000252591.1,RNA5SP468
48246,ENSG00000105643.5,ARRDC2
48247,ENSG00000268032.3,CTB-52I2.4
48248,ENSG00000268623.2,CTB-52I2.3
48249,ENSG00000243455.3,RPS18P13
48250,ENSG00000096996.11,IL12RB1
48251,ENSG00000099308.6,MAST3
48252,ENSG00000105647.10,PIK3R2
48253,ENSG00000216490.3,IFI30
48254,ENSG00000254858.5,MPV17L2
48255,ENSG00000105649.5,RAB3A
48256,ENSG00000268650.3,AC068499.10
48257,ENSG00000105650.17,PDE4C
48258,ENSG00000130518.12,KIAA1683
48259,ENSG00000130522.4,JUND
48260,ENSG00000267959.3,MIR3188
48261,ENSG00000241464.3,RPL39P38
48262,ENSG00000130520.6,LSM4
48263,ENSG00000239821.2,RN7SL513P
48264,ENSG00000130517.9,PGPEP1
48265,ENSG00000130513.6,GDF15
48266,ENSG00000264175.1,MIR3189
48267,ENSG00000175489.9,LRRC25
48268,ENSG00000221167.1,AC008397.1
48269,ENSG00000130511.11,SSBP4
48270,ENSG00000105655.14,ISYNA1
48271,ENSG00000268199.2,CTD-3137H5.1
48272,ENSG00000105656.8,ELL
48273,ENSG00000268938.2,AC005387.3
48274,ENSG00000105701.11,FKBP8
48275,ENSG00000269191.1,AC005387.2
48276,ENSG00000105700.6,KXD1
48277,ENSG00000268030.1,AC005253.2
48278,ENSG00000221983.3,UBA52
48279,ENSG00000006016.6,CRLF1
48280,ENSG00000006015.13,C19orf60
48281,ENSG00000105696.4,TMEM59L
48282,ENSG00000263490.1,RN7SL155P
48283,ENSG00000167487.7,KLHL26
48284,ENSG00000105662.11,CRTC1
48285,ENSG00000105664.6,COMP
48286,ENSG00000005007.8,UPF1
48287,ENSG00000223802.3,CERS1
48288,ENSG00000269694.1,AC005197.2
48289,ENSG00000105669.8,COPE
48290,ENSG00000105671.7,DDX49
48291,ENSG00000051128.14,HOMER3
48292,ENSG00000269019.1,AC005932.1
48293,ENSG00000241172.2,RN7SL70P
48294,ENSG00000064607.12,SUGP2
48295,ENSG00000269131.1,AC004447.2
48296,ENSG00000105676.9,ARMC6
48297,ENSG00000181035.9,SLC25A42
48298,ENSG00000064545.10,TMEM161A
48299,ENSG00000213999.11,MEF2B
48300,ENSG00000254901.3,MEF2BNB
48301,ENSG00000064490.9,RFXANK
48302,ENSG00000184162.10,NR2C2AP
48303,ENSG00000130287.9,NCAN
48304,ENSG00000252973.1,RNU6-1028P
48305,ENSG00000187664.8,HAPLN4
48306,ENSG00000213996.8,TM6SF2
48307,ENSG00000105705.11,SUGP1
48308,ENSG00000129933.16,MAU2
48309,ENSG00000167491.13,GATAD2A
48310,ENSG00000267234.1,CTB-184G21.3
48311,ENSG00000207821.1,MIR640
48312,ENSG00000178093.12,TSSK6
48313,ENSG00000186010.14,NDUFA13
48314,ENSG00000250067.7,YJEFN3
48315,ENSG00000160161.5,CILP2
48316,ENSG00000105717.9,PBX4
48317,ENSG00000267178.3,PHF5CP
48318,ENSG00000259242.2,AC002306.1
48319,ENSG00000064547.9,LPAR2
48320,ENSG00000089639.6,GMIP
48321,ENSG00000105726.12,ATP13A1
48322,ENSG00000181896.7,ZNF101
48323,ENSG00000271283.1,CTC-412M14.6
48324,ENSG00000270402.1,CTC-412M14.5
48325,ENSG00000105708.8,ZNF14
48326,ENSG00000271499.1,CTC-559E9.9
48327,ENSG00000266904.1,LINC00663
48328,ENSG00000267693.1,CTC-559E9.2
48329,ENSG00000267419.1,CTC-559E9.6
48330,ENSG00000081665.9,ZNF506
48331,ENSG00000267481.1,CTC-559E9.5
48332,ENSG00000270325.1,CTC-559E9.12
48333,ENSG00000256771.2,ZNF253
48334,ENSG00000270270.1,CTC-559E9.10
48335,ENSG00000265339.1,AC011477.1
48336,ENSG00000267565.1,CTC-559E9.8
48337,ENSG00000184635.9,ZNF93
48338,ENSG00000268461.1,AC007204.1
48339,ENSG00000267268.1,AC007204.2
48340,ENSG00000197124.7,ZNF682
48341,ENSG00000264441.1,AC006539.1
48342,ENSG00000268070.1,AC006539.3
48343,ENSG00000269154.1,AC006539.4
48344,ENSG00000213988.5,ZNF90
48345,ENSG00000240673.1,AC006539.2
48346,ENSG00000224864.3,CTC-260E6.2
48347,ENSG00000267220.1,CTC-260E6.9
48348,ENSG00000270716.1,CTC-260E6.11
48349,ENSG00000267383.2,CTC-260E6.6
48350,ENSG00000256229.3,ZNF486
48351,ENSG00000267641.1,CTC-260E6.8
48352,ENSG00000267771.1,CTC-260E6.7
48353,ENSG00000271524.1,CTC-260E6.10
48354,ENSG00000268620.1,AC078899.4
48355,ENSG00000213985.4,AC078899.1
48356,ENSG00000269055.1,AC078899.2
48357,ENSG00000269274.1,AC078899.3
48358,ENSG00000266609.1,AC078899.8
48359,ENSG00000271638.1,CTC-575C13.2
48360,ENSG00000231205.7,ZNF826P
48361,ENSG00000271704.1,CTC-575C13.1
48362,ENSG00000221181.2,AC078899.5
48363,ENSG00000238517.1,MIR1270-1
48364,ENSG00000221147.1,MIR1270-2
48365,ENSG00000269372.1,CTC-513N18.4
48366,ENSG00000268174.1,CTC-513N18.5
48367,ENSG00000269043.1,CTC-513N18.6
48368,ENSG00000268335.1,CTC-513N18.3
48369,ENSG00000237440.4,ZNF737
48370,ENSG00000268272.1,VN1R78P
48371,ENSG00000268560.1,CTD-2332E11.2
48372,ENSG00000188171.10,ZNF626
48373,ENSG00000269779.1,CTD-2542C24.2
48374,ENSG00000268416.1,CTD-2626G11.2
48375,ENSG00000269885.1,VN1R79P
48376,ENSG00000160229.7,ZNF66
48377,ENSG00000269040.1,CTD-2626G11.3
48378,ENSG00000266156.1,AC010329.1
48379,ENSG00000269373.1,CTD-2542C24.3
48380,ENSG00000105750.10,ZNF85
48381,ENSG00000269012.1,KRT18P40
48382,ENSG00000269147.1,CTD-2542C24.7
48383,ENSG00000268326.1,CTD-2542C24.8
48384,ENSG00000118620.8,ZNF430
48385,ENSG00000271598.1,CTD-2542C24.9
48386,ENSG00000265650.1,AC012627.1
48387,ENSG00000268598.1,VN1R80P
48388,ENSG00000160352.11,ZNF714
48389,ENSG00000201035.1,RNA5SP469
48390,ENSG00000268357.1,VN1R81P
48391,ENSG00000196705.4,ZNF431
48392,ENSG00000240522.1,RPL7AP10
48393,ENSG00000268995.1,VN1R82P
48394,ENSG00000268892.1,CTD-3233P19.8
48395,ENSG00000269839.1,CTD-3233P19.7
48396,ENSG00000242291.1,RPL36AP51
48397,ENSG00000268747.1,CTD-3030D20.1
48398,ENSG00000268521.1,VN1R83P
48399,ENSG00000182141.5,ZNF708
48400,ENSG00000268322.1,CTD-3030D20.2
48401,ENSG00000172687.9,ZNF738
48402,ENSG00000268731.1,CTD-2561J22.1
48403,ENSG00000213976.3,CTD-2561J22.2
48404,ENSG00000196268.7,ZNF493
48405,ENSG00000268119.1,CTD-2561J22.5
48406,ENSG00000268658.1,LINC00664
48407,ENSG00000197013.5,ZNF429
48408,ENSG00000268705.1,CTD-2561J22.6
48409,ENSG00000268081.1,RP11-678G14.2
48410,ENSG00000268555.1,RP11-678G14.3
48411,ENSG00000268240.1,RP11-678G14.4
48412,ENSG00000271182.1,RP11-678G14.5
48413,ENSG00000268278.1,RP11-420K14.1
48414,ENSG00000268433.1,RP11-420K14.2
48415,ENSG00000266008.1,AC092364.4
48416,ENSG00000268535.1,RP11-420K14.3
48417,ENSG00000268117.1,VN1R84P
48418,ENSG00000197020.6,ZNF100
48419,ENSG00000269845.1,RP11-420K14.6
48420,ENSG00000268184.1,RP11-420K14.8
48421,ENSG00000269136.1,RP11-420K14.7
48422,ENSG00000198521.7,ZNF43
48423,ENSG00000268438.1,CTD-2607J13.1
48424,ENSG00000160321.10,ZNF208
48425,ENSG00000269615.1,AC003973.1
48426,ENSG00000271095.1,AC003973.6
48427,ENSG00000269504.1,AC003973.4
48428,ENSG00000269199.1,AC003973.5
48429,ENSG00000197134.7,ZNF257
48430,ENSG00000269742.1,CTB-135N1.2
48431,ENSG00000269505.1,ZNF92P2
48432,ENSG00000268116.1,RP11-157B13.1
48433,ENSG00000268140.1,PCGF7P
48434,ENSG00000269575.1,RP11-157B13.3
48435,ENSG00000269345.1,VN1R85P
48436,ENSG00000196109.6,ZNF676
48437,ENSG00000268079.1,RP11-157B13.6
48438,ENSG00000267872.1,RP11-157B13.7
48439,ENSG00000268597.1,RP11-157B13.8
48440,ENSG00000196350.7,ZNF729
48441,ENSG00000270191.1,RP11-157B13.9
48442,ENSG00000268685.1,CTB-31C7.3
48443,ENSG00000236312.3,RPL34P34
48444,ENSG00000197360.5,ZNF98
48445,ENSG00000269796.1,AC011516.1
48446,ENSG00000268830.1,AC025811.2
48447,ENSG00000270947.1,AC025811.3
48448,ENSG00000268717.1,AC025811.1
48449,ENSG00000269138.1,ZNF209P
48450,ENSG00000270317.1,AC004004.2
48451,ENSG00000260599.1,CTC-457E21.1
48452,ENSG00000269364.1,CTC-457E21.2
48453,ENSG00000207397.1,RNU6-1179P
48454,ENSG00000271149.1,CTC-457E21.10
48455,ENSG00000269332.1,CTC-457E21.3
48456,ENSG00000221790.1,AC011467.1
48457,ENSG00000269025.2,CTC-457E21.5
48458,ENSG00000269316.1,CTC-457E21.4
48459,ENSG00000268038.1,AC011516.2
48460,ENSG00000268589.1,CTC-457E21.7
48461,ENSG00000229676.2,ZNF492
48462,ENSG00000268981.1,CTC-457E21.9
48463,ENSG00000198153.7,ZNF849P
48464,ENSG00000241282.1,RPL34P33
48465,ENSG00000270475.1,CTC-451A6.5
48466,ENSG00000268789.1,VN1R87P
48467,ENSG00000180081.9,CTC-451A6.4
48468,ENSG00000213973.4,ZNF99
48469,ENSG00000269509.1,CTB-159G17.2
48470,ENSG00000268696.1,ZNF723
48471,ENSG00000271655.1,CTD-2579N5.5
48472,ENSG00000268541.1,VN1R88P
48473,ENSG00000268296.1,CTD-2579N5.3
48474,ENSG00000269458.1,CTD-2579N5.4
48475,ENSG00000269067.1,ZNF728
48476,ENSG00000271661.1,CTB-87J17.2
48477,ENSG00000261558.1,CTD-2291D10.2
48478,ENSG00000261615.2,CTD-2291D10.1
48479,ENSG00000269543.1,CTD-2291D10.3
48480,ENSG00000267886.1,CTD-2291D10.4
48481,ENSG00000183850.9,ZNF730
48482,ENSG00000270479.1,RP11-369G6.3
48483,ENSG00000268105.1,RP11-369G6.2
48484,ENSG00000267920.1,SNX6P1
48485,ENSG00000221478.1,AC092329.1
48486,ENSG00000269471.1,RP11-15H20.2
48487,ENSG00000196081.5,ZNF724P
48488,ENSG00000268469.1,RP11-15H20.3
48489,ENSG00000269837.1,RP11-15H20.5
48490,ENSG00000213971.3,RP11-15H20.6
48491,ENSG00000268794.1,VN1R90P
48492,ENSG00000268148.1,VN1R91P
48493,ENSG00000167232.9,ZNF91
48494,ENSG00000267934.1,CTB-176F20.3
48495,ENSG00000269431.1,CTB-175P5.1
48496,ENSG00000268992.1,CTB-175P5.2
48497,ENSG00000269416.1,CTB-175P5.4
48498,ENSG00000268908.1,VN1R92P
48499,ENSG00000268100.1,ZNF725P
48500,ENSG00000197372.5,ZNF675
48501,ENSG00000268455.1,RP11-359H18.2
48502,ENSG00000240231.1,RPS27P29
48503,ENSG00000269320.1,VN1R93P
48504,ENSG00000196172.8,ZNF681
48505,ENSG00000233836.3,RP11-255H23.2
48506,ENSG00000205246.4,RPSAP58
48507,ENSG00000269662.1,RP11-255H23.3
48508,ENSG00000267924.1,RP11-255H23.4
48509,ENSG00000213967.6,ZNF726
48510,ENSG00000269289.1,CTB-92J24.3
48511,ENSG00000269397.1,CTB-92J24.2
48512,ENSG00000269421.1,ZNF92P3
48513,ENSG00000201966.1,RNA5-8SP4
48514,ENSG00000268362.1,CTD-2017D11.1
48515,ENSG00000213096.5,ZNF254
48516,ENSG00000268058.1,CTD-2017D11.3
48517,ENSG00000268442.1,HAVCR1P1
48518,ENSG00000267696.2,CTB-151G24.1
48519,ENSG00000261824.2,LINC00662
48520,ENSG00000261770.1,CTC-459F4.1
48521,ENSG00000267575.2,CTC-459F4.3
48522,ENSG00000267264.1,CTC-459F4.6
48523,ENSG00000267323.1,SLC25A1P5
48524,ENSG00000267389.1,CTC-459F4.7
48525,ENSG00000266977.1,CTC-459F4.5
48526,ENSG00000267623.2,AC022153.1
48527,ENSG00000267768.1,CTC-459F4.8
48528,ENSG00000267630.1,AC005758.1
48529,ENSG00000266906.1,AC005357.1
48530,ENSG00000267509.1,CTD-2043I16.1
48531,ENSG00000266928.1,CTB-70G10.1
48532,ENSG00000267320.1,AC005780.1
48533,ENSG00000267238.1,AC093074.1
48534,ENSG00000260725.1,AC005307.1
48535,ENSG00000267243.1,AC005307.3
48536,ENSG00000266893.1,AC005616.1
48537,ENSG00000267423.1,AC005616.2
48538,ENSG00000267537.1,AC005394.1
48539,ENSG00000266976.1,AC079466.1
48540,ENSG00000267799.1,CTC-478M6.1
48541,ENSG00000267617.1,AC007795.1
48542,ENSG00000267528.1,AC011524.1
48543,ENSG00000267683.1,AC008991.1
48544,ENSG00000238514.1,snoU13
48545,ENSG00000267027.1,AC011524.2
48546,ENSG00000267240.1,AC011524.3
48547,ENSG00000267339.1,LINC00906
48548,ENSG00000252272.1,RNA5SP470
48549,ENSG00000267014.1,CTD-2081K17.2
48550,ENSG00000169021.4,UQCRFS1
48551,ENSG00000267498.1,CTB-32O4.2
48552,ENSG00000241604.2,RN7SL340P
48553,ENSG00000264515.1,CTC-525D6.1
48554,ENSG00000267574.1,CTC-525D6.5
48555,ENSG00000266248.1,CTC-525D6.2
48556,ENSG00000187135.7,VSTM2B
48557,ENSG00000105171.5,POP4
48558,ENSG00000166289.5,PLEKHF1
48559,ENSG00000131943.13,C19orf12
48560,ENSG00000105173.9,CCNE1
48561,ENSG00000267433.1,CTD-2057D4.2
48562,ENSG00000267258.1,CTC-448F2.3
48563,ENSG00000105176.13,URI1
48564,ENSG00000242100.2,RPL9P32
48565,ENSG00000267006.1,CTC-448F2.4
48566,ENSG00000267692.1,TAF9P3
48567,ENSG00000266910.1,CTC-448F2.6
48568,ENSG00000267223.1,AC005597.1
48569,ENSG00000198597.4,ZNF536
48570,ENSG00000223148.1,AC011478.1
48571,ENSG00000267760.1,CTC-565M22.1
48572,ENSG00000267081.1,CTC-400I9.2
48573,ENSG00000261316.1,CTC-400I9.1
48574,ENSG00000267378.1,CTC-400I9.3
48575,ENSG00000268953.1,AC020952.1
48576,ENSG00000267777.1,CTC-439O9.3
48577,ENSG00000121297.6,TSHZ3
48578,ENSG00000267662.1,AC007796.1
48579,ENSG00000267636.1,AC008992.1
48580,ENSG00000267599.1,CTD-2050I18.2
48581,ENSG00000267407.1,CTD-2050I18.1
48582,ENSG00000261400.1,AC011525.2
48583,ENSG00000267465.2,AC011525.4
48584,ENSG00000252780.1,RNA5SP471
48585,ENSG00000201894.1,RNU6-967P
48586,ENSG00000267012.1,CTC-360P9.1
48587,ENSG00000267094.1,CTC-360P9.5
48588,ENSG00000221504.1,AC011456.1
48589,ENSG00000267684.1,CTC-360P9.2
48590,ENSG00000267489.2,CTC-360P9.4
48591,ENSG00000267779.1,CTC-360P9.3
48592,ENSG00000267204.1,AC011518.1
48593,ENSG00000267133.1,AC011518.2
48594,ENSG00000200738.1,RNA5SP472
48595,ENSG00000168813.12,ZNF507
48596,ENSG00000263960.1,AC007773.1
48597,ENSG00000267213.3,AC007773.2
48598,ENSG00000178904.14,DPY19L3
48599,ENSG00000263780.1,AC005621.1
48600,ENSG00000105185.7,PDCD5
48601,ENSG00000105186.10,ANKRD27
48602,ENSG00000201388.1,SNORA68
48603,ENSG00000242325.1,RPS12P31
48604,ENSG00000242436.2,RN7SL789P
48605,ENSG00000267557.1,CTC-379B2.4
48606,ENSG00000186326.3,RGS9BP
48607,ENSG00000267475.1,CTD-2538C1.2
48608,ENSG00000213965.3,NUDT19
48609,ENSG00000267567.1,CTD-2538C1.3
48610,ENSG00000173809.11,TDRD12
48611,ENSG00000267245.1,CTD-2085J24.5
48612,ENSG00000021488.8,SLC7A9
48613,ENSG00000267555.1,CTD-2085J24.3
48614,ENSG00000201967.1,RN7SKP22
48615,ENSG00000266930.2,CTD-2085J24.4
48616,ENSG00000121289.13,CEP89
48617,ENSG00000239988.1,RPL31P60
48618,ENSG00000131944.5,C19orf40
48619,ENSG00000131941.3,RHPN2
48620,ENSG00000267611.1,CTC-461H2.2
48621,ENSG00000267725.1,CTC-461H2.3
48622,ENSG00000076650.2,GPATCH1
48623,ENSG00000166359.6,WDR88
48624,ENSG00000264355.1,AC008738.2
48625,ENSG00000130881.9,LRP3
48626,ENSG00000267054.1,CTD-2540B15.10
48627,ENSG00000130876.7,SLC7A10
48628,ENSG00000267714.1,CTD-2540B15.6
48629,ENSG00000270212.1,CTD-2540B15.12
48630,ENSG00000245848.2,CEBPA
48631,ENSG00000267296.2,CEBPA-AS1
48632,ENSG00000267130.1,CTD-2540B15.9
48633,ENSG00000243864.1,RPS3AP50
48634,ENSG00000266899.1,AKR1B1P7
48635,ENSG00000153879.4,CEBPG
48636,ENSG00000124299.9,PEPD
48637,ENSG00000266985.1,CTD-2329C7.2
48638,ENSG00000232429.3,RPL21P131
48639,ENSG00000124302.8,CHST8
48640,ENSG00000153885.10,KCTD15
48641,ENSG00000240626.2,RN7SL150P
48642,ENSG00000239253.1,RPS4XP23
48643,ENSG00000249987.1,RPS4XP20
48644,ENSG00000186008.6,RPS4XP21
48645,ENSG00000270849.1,CHCHD2P3
48646,ENSG00000257103.4,LSM14A
48647,ENSG00000166398.8,KIAA0355
48648,ENSG00000257074.2,RPL29P33
48649,ENSG00000267219.1,AC010504.2
48650,ENSG00000105220.10,GPI
48651,ENSG00000126249.3,PDCD2L
48652,ENSG00000264317.1,RN7SL154P
48653,ENSG00000267024.1,CTD-2588C8.8
48654,ENSG00000126261.8,UBA2
48655,ENSG00000142279.8,WTIP
48656,ENSG00000239210.2,RPS26P55
48657,ENSG00000248830.1,ZNF807
48658,ENSG00000221584.2,AC008747.1
48659,ENSG00000268751.1,SCGB1B2P
48660,ENSG00000205209.3,SCGB2B2
48661,ENSG00000271049.1,CTD-2553L13.7
48662,ENSG00000252230.1,SNORD111
48663,ENSG00000268683.1,CTD-2553L13.4
48664,ENSG00000269811.2,SCGB2B3P
48665,ENSG00000256383.1,AC020910.2
48666,ENSG00000089335.16,ZNF302
48667,ENSG00000221115.1,AC020910.1
48668,ENSG00000197841.10,ZNF181
48669,ENSG00000153896.13,ZNF599
48670,ENSG00000270281.1,CTC-523E23.10
48671,ENSG00000267767.2,CTC-523E23.4
48672,ENSG00000261754.2,CTC-523E23.1
48673,ENSG00000271666.1,CTC-523E23.9
48674,ENSG00000269086.2,CTC-523E23.5
48675,ENSG00000203442.2,AC008555.1
48676,ENSG00000271109.1,CTC-523E23.11
48677,ENSG00000270624.1,LOC401913
48678,ENSG00000271649.1,LINC00904
48679,ENSG00000270544.1,CTC-523E23.14
48680,ENSG00000271171.1,CTC-523E23.15
48681,ENSG00000269037.1,CTC-523E23.6
48682,ENSG00000270876.1,CTC-523E23.8
48683,ENSG00000168661.10,ZNF30
48684,ENSG00000180884.9,ZNF792
48685,ENSG00000089351.10,GRAMD1A
48686,ENSG00000269303.1,CTD-2527I21.7
48687,ENSG00000271032.1,CTD-2527I21.14
48688,ENSG00000105711.6,SCN1B
48689,ENSG00000267874.1,CTD-2527I21.9
48690,ENSG00000105707.9,HPN
48691,ENSG00000227392.1,HPN-AS1
48692,ENSG00000179066.6,AC020907.1
48693,ENSG00000089356.12,FXYD3
48694,ENSG00000153902.9,LGI4
48695,ENSG00000203403.2,AC020907.2
48696,ENSG00000266964.1,FXYD1
48697,ENSG00000221946.3,FXYD7
48698,ENSG00000089327.10,FXYD5
48699,ENSG00000177558.3,FAM187B
48700,ENSG00000262497.1,AC002128.4
48701,ENSG00000105699.12,LSR
48702,ENSG00000271366.1,AC002128.5
48703,ENSG00000268947.1,AD000684.2
48704,ENSG00000105698.11,USF2
48705,ENSG00000105697.3,HAMP
48706,ENSG00000105695.10,MAG
48707,ENSG00000012124.10,CD22
48708,ENSG00000269553.1,U62631.5
48709,ENSG00000263397.1,MIR5196
48710,ENSG00000126266.2,FFAR1
48711,ENSG00000185897.6,FFAR3
48712,ENSG00000126251.5,GPR42
48713,ENSG00000268222.1,EEF1A1P7
